,Position,Track.Name,Artist,Streams,URL,Date,Region
3946,9,What Lovers Do (feat. SZA),Maroon 5,6148,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k,1/9/2018,hu
3947,10,Silence,Marshmello,6115,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,1/9/2018,hu
3948,11,Echame La Culpa,Luis Fonsi,6087,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,1/9/2018,hu
3949,12,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,5920,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,1/9/2018,hu
3950,13,So Far Away,Martin Garrix,5861,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM,1/9/2018,hu
3951,14,No Limit,G-Eazy,5749,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW,1/9/2018,hu
3952,15,Let You Down,NF,5742,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,1/9/2018,hu
3953,16,Dusk Till Dawn - Radio Edit,ZAYN,5673,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,1/9/2018,hu
3954,17,Filthy,Justin Timberlake,5573,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL,1/9/2018,hu
3955,18,More Than You Know,Axwell /\ Ingrosso,5513,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44,1/9/2018,hu
3956,19,All The Stars (with SZA),Kendrick Lamar,5432,https://open.spotify.com/track/66kQ7wr4d2LwwSjr7HXcyr,1/9/2018,hu
3957,20,Feel It Still,Portugal. The Man,5331,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,1/9/2018,hu
3958,21,Perfect,Ed Sheeran,5206,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,1/9/2018,hu
3959,22,Shape of You,Ed Sheeran,5072,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,1/9/2018,hu
3960,23,IDGAF,Dua Lipa,4887,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,1/9/2018,hu
3961,24,Anywhere,Rita Ora,4832,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2,1/9/2018,hu
3962,25,Thunder,Imagine Dragons,4801,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,1/9/2018,hu
3963,26,Stargazing,Kygo,4722,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP,1/9/2018,hu
3964,27,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,4479,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,1/9/2018,hu
3965,28,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4339,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn,1/9/2018,hu
3966,29,Never Be the Same,Camila Cabello,4188,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5,1/9/2018,hu
3967,30,Bartier Cardi (feat. 21 Savage),Cardi B,4075,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT,1/9/2018,hu
3968,31,For You (Fifty Shades Freed),Liam Payne,3966,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC,1/9/2018,hu
3969,32,Believer,Imagine Dragons,3922,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,1/9/2018,hu
3970,33,Lonely Together (feat. Rita Ora),Avicii,3898,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab,1/9/2018,hu
3971,34,How Long,Charlie Puth,3713,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi,1/9/2018,hu
3972,35,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,3683,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV,1/9/2018,hu
3973,36,Tell Me You Love Me,Demi Lovato,3638,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj,1/9/2018,hu
3974,37,Sucker for You,Matt Terry,3596,https://open.spotify.com/track/4vkVvmjIiQibQ6zJnC1Q9z,1/9/2018,hu
3975,38,OK,Robin Schulz,3581,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS,1/9/2018,hu
3976,39,Without You (feat. Sandro Cavazza),Avicii,3572,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE,1/9/2018,hu
3977,40,Too Good At Goodbyes,Sam Smith,3571,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,1/9/2018,hu
3978,41,All Falls Down,Alan Walker,3545,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb,1/9/2018,hu
3979,42,I Fall Apart,Post Malone,3506,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,1/9/2018,hu
3980,43,Mi Gente,J Balvin,3459,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,1/9/2018,hu
3981,44,Gucci Gang,Lil Pump,3387,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,1/9/2018,hu
3982,45,Tip Toe (feat. French Montana),Jason Derulo,3299,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6,1/9/2018,hu
3983,46,Sober,G-Eazy,3261,https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV,1/9/2018,hu
3984,47,Codeine Dreaming (feat. Lil Wayne),Kodak Black,3212,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J,1/9/2018,hu
3985,48,Something Just Like This,The Chainsmokers,3110,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,1/9/2018,hu
3986,49,Ric Flair Drip (& Metro Boomin),Offset,3060,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,1/9/2018,hu
3987,50,It Ain't Me (with Selena Gomez),Kygo,2895,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,1/9/2018,hu
3988,51,Real Friends,Camila Cabello,2816,https://open.spotify.com/track/4V6MRo0CEAC9MwAm7dkPuL,1/9/2018,hu
3989,52,Man's Not Hot,Big Shaq,2743,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr,1/9/2018,hu
3990,53,Unforgettable,French Montana,2737,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,1/9/2018,hu
3991,54,I Like Me Better,Lauv,2700,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,1/9/2018,hu
3992,55,Mama,Jonas Blue,2675,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,1/9/2018,hu
3993,56,Attention,Charlie Puth,2616,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,1/9/2018,hu
3994,57,XO TOUR Llif3,Lil Uzi Vert,2595,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,1/9/2018,hu
3995,58,HUMBLE.,Kendrick Lamar,2592,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,1/9/2018,hu
3996,59,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,2573,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF,1/9/2018,hu
3997,60,Candy Paint,Post Malone,2573,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf,1/9/2018,hu
3998,61,Symphony (feat. Zara Larsson),Clean Bandit,2480,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,1/9/2018,hu
3999,62,LOVE. FEAT. ZACARI.,Kendrick Lamar,2441,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,1/9/2018,hu
4000,63,Wait,Maroon 5,2428,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59,1/9/2018,hu
4001,64,Friends (with BloodPop®),Justin Bieber,2362,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz,1/9/2018,hu
4002,65,Your Song,Rita Ora,2332,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5,1/9/2018,hu
4003,66,Corazon,Maluma,2256,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou,1/9/2018,hu
4004,67,Whatever It Takes,Imagine Dragons,2198,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH,1/9/2018,hu
4005,68,This Is Me,Keala Settle,2157,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U,1/9/2018,hu
4006,69,Sorry Not Sorry,Demi Lovato,2151,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P,1/9/2018,hu
4007,70,Galway Girl,Ed Sheeran,2134,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,1/9/2018,hu
4008,71,Dreamer,Axwell /\ Ingrosso,2123,https://open.spotify.com/track/0RTzJVkunbGwuRjXDFHnjf,1/9/2018,hu
4009,72,Mindenki táncol /90'/,Majka,2082,https://open.spotify.com/track/75JtuuAnLKjLu8FyEMIzRe,1/9/2018,hu
4010,73,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2069,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR,1/9/2018,hu
4011,74,There's Nothing Holdin' Me Back,Shawn Mendes,2043,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,1/9/2018,hu
4012,75,Scared to Be Lonely,Martin Garrix,1980,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,1/9/2018,hu
4013,76,Ahol A Május Földet Ér,Halott Pénz,1957,https://open.spotify.com/track/15m7EyMvwLylaSJjUHIKKJ,1/9/2018,hu
4014,77,Naked,James Arthur,1926,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl,1/9/2018,hu
4015,78,Congratulations,Post Malone,1910,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,1/9/2018,hu
4016,79,Solo Dance,Martin Jensen,1907,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,1/9/2018,hu
4017,80,What About Us,P!nk,1890,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb,1/9/2018,hu
4018,81,Sensualidad,Bad Bunny,1886,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,1/9/2018,hu
4019,82,End Game,Taylor Swift,1867,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX,1/9/2018,hu
4020,83,Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,1851,https://open.spotify.com/track/5uu28fUesZMl89lf9CLrgN,1/9/2018,hu
4021,84,Young Dumb & Broke,Khalid,1801,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,1/9/2018,hu
4022,85,The Weekend - Funk Wav Remix,SZA,1800,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt,1/9/2018,hu
4023,86,1-800-273-8255,Logic,1782,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,1/9/2018,hu
4024,87,Feels,Calvin Harris,1781,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,1/9/2018,hu
4025,88,The Greatest Show,Hugh Jackman,1767,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM,1/9/2018,hu
4026,89,Downtown,Anitta,1704,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D,1/9/2018,hu
4027,90,No Promises (feat. Demi Lovato),Cheat Codes,1680,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW,1/9/2018,hu
4028,91,Glorious (feat. Skylar Grey),Macklemore,1674,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE,1/9/2018,hu
4029,92,This Town,Kygo,1666,https://open.spotify.com/track/4aSfgWmRa9KsISD4Jmx7QB,1/9/2018,hu
4030,93,Tuesday,Burak Yeter,1658,https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR,1/9/2018,hu
4031,94,Lose Yourself - Soundtrack Version,Eminem,1655,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ,1/9/2018,hu
4032,95,Rich Love (with Seeb),OneRepublic,1654,https://open.spotify.com/track/7aF09WaavZAmAWuUeYxlYD,1/9/2018,hu
4033,96,Rewrite The Stars,Zac Efron,1637,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,1/9/2018,hu
4034,97,Feel Good,Felix Jaehn,1622,https://open.spotify.com/track/6a9vKVMFfNBi741DVSit3H,1/9/2018,hu
4035,98,Tired,Alan Walker,1619,https://open.spotify.com/track/3b5Li4QKDVBx1x7fQuu54a,1/9/2018,hu
4036,99,You Don't Know Me - Radio Edit,Jax Jones,1618,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,1/9/2018,hu
4037,100,Breathe,Jax Jones,1615,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n,1/9/2018,hu
4038,101,'Till I Collapse,Eminem,1615,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT,1/9/2018,hu
4039,102,Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta,1613,https://open.spotify.com/track/0tPQPaOKM32WgMSbPCYyRH,1/9/2018,hu
4040,103,Cola,CamelPhat,1604,https://open.spotify.com/track/1HrMWH5GUdK6Yi94rbANJA,1/9/2018,hu
4041,104,Despacito (Featuring Daddy Yankee),Luis Fonsi,1590,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,1/9/2018,hu
4042,105,Strip That Down,Liam Payne,1589,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,1/9/2018,hu
4043,106,Look What You Made Me Do,Taylor Swift,1589,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc,1/9/2018,hu
4044,107,Betrayed,Lil Xan,1582,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG,1/9/2018,hu
4045,108,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,1582,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6,1/9/2018,hu
4046,109,Sky Walker,Miguel,1581,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf,1/9/2018,hu
4047,110,Stay,Zedd,1576,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo,1/9/2018,hu
4048,111,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,1571,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,1/9/2018,hu
4049,112,Punjabi,Timmy Trumpet,1518,https://open.spotify.com/track/2PYK2jalvVid6A3Yc5aLhd,1/9/2018,hu
4050,113,There for You,Martin Garrix,1514,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,1/9/2018,hu
4051,114,Plain Jane,A$AP Ferg,1510,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9,1/9/2018,hu
4052,115,Call On Me - Ryan Riback Extended Remix,Starley,1509,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,1/9/2018,hu
4053,116,Pick It Up (feat. A$AP Rocky),Famous Dex,1506,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd,1/9/2018,hu
4054,117,2U (feat. Justin Bieber),David Guetta,1506,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M,1/9/2018,hu
4055,118,Bank Account,21 Savage,1505,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G,1/9/2018,hu
4056,119,Crazy,Lost Frequencies,1499,https://open.spotify.com/track/1ZtEZjYb4e0V0gqwRYeeAY,1/9/2018,hu
4057,120,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1490,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/9/2018,hu
4058,121,In The End,Linkin Park,1480,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq,1/9/2018,hu
4059,122,The Night We Met,Lord Huron,1461,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK,1/9/2018,hu
4060,123,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1440,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,1/9/2018,hu
4061,124,Never Enough,Loren Allred,1418,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J,1/9/2018,hu
4062,125,Numb,Linkin Park,1402,https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h,1/9/2018,hu
4063,126,Ami Volt Az Majd Lesz! - A 25. Telekom Volt Fesztivál Himnusza,Punnany Massif,1401,https://open.spotify.com/track/5PevWKcmd4pk0eZ4CI5imz,1/9/2018,hu
4064,127,Go Fuck Yourself,Two Feet,1400,https://open.spotify.com/track/3VAeTjREoKPY1exOXR4oBm,1/9/2018,hu
4065,128,Despacito - Remix,Luis Fonsi,1399,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,1/9/2018,hu
4066,129,Delicate,Taylor Swift,1395,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf,1/9/2018,hu
4067,130,The Other Side,Hugh Jackman,1395,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr,1/9/2018,hu
4068,131,No Lie,Sean Paul,1383,https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw,1/9/2018,hu
4069,132,First Time,Kygo,1382,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr,1/9/2018,hu
4070,133,Élvezd,Punnany Massif,1380,https://open.spotify.com/track/15Zz41Ec3C6Rh6nDZa8331,1/9/2018,hu
4071,134,Reggaetón Lento (Remix),CNCO,1379,https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF,1/9/2018,hu
4072,135,Instruction,Jax Jones,1376,https://open.spotify.com/track/2ytH5wDuqhgLTiDVYioteq,1/9/2018,hu
4073,136,BOOM,Tiësto,1364,https://open.spotify.com/track/6VVeQurYVCeuIaxfpN6Y7X,1/9/2018,hu
4074,137,Havana - Remix,Camila Cabello,1363,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ,1/9/2018,hu
4075,138,Human,Rag'n'Bone Man,1351,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,1/9/2018,hu
4076,139,Wild Thoughts,DJ Khaled,1337,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,1/9/2018,hu
4077,140,Good Old Days (feat. Kesha),Macklemore,1322,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X,1/9/2018,hu
4078,141,Perfect Symphony (Ed Sheeran & Andrea Bocelli),Ed Sheeran,1318,https://open.spotify.com/track/3zl7j5ua8mF4JDYuxrfo01,1/9/2018,hu
4079,142,Stronger,Kanye West,1318,https://open.spotify.com/track/6C7RJEIUDqKkJRZVWdkfkH,1/9/2018,hu
4080,143,Mask Off,Future,1314,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx,1/9/2018,hu
4081,144,MotorSport,Migos,1307,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q,1/9/2018,hu
4082,145,Mayores,Becky G,1299,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,1/9/2018,hu
4083,146,Criminal,Natti Natasha,1297,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,1/9/2018,hu
4084,147,A Million Dreams,Ziv Zaifman,1286,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z,1/9/2018,hu
4085,148,Do Right,Glades,1284,https://open.spotify.com/track/45w70aQhNwke1yrQZO0ffm,1/9/2018,hu
4086,149,Castle on the Hill,Ed Sheeran,1283,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,1/9/2018,hu
4087,150,Blow Your Mind (Mwah),Dua Lipa,1279,https://open.spotify.com/track/2eAAEa8pxKF7My0EO4rFgR,1/9/2018,hu
4088,151,Demons,Imagine Dragons,1276,https://open.spotify.com/track/2Oehrcv4Kov0SuIgWyQY9e,1/9/2018,hu
4089,152,Anyway,Tyron Hapi,1272,https://open.spotify.com/track/77ngtwBosDuAwiQu8afOOQ,1/9/2018,hu
4090,153,Closer,The Chainsmokers,1270,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/9/2018,hu
4091,154,Stranger Things,Kygo,1266,https://open.spotify.com/track/5gIRPQWULwrvIt0F6pY7ph,1/9/2018,hu
4092,155,Stressed Out,Twenty One Pilots,1265,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,1/9/2018,hu
4093,156,Amilyen Hülye Vagy Én Úgy Szeretlek,Kowalsky Meg A Vega,1250,https://open.spotify.com/track/3oY6ANnDviyZIjYSIUX02G,1/9/2018,hu
4094,157,Too Much To Ask,Niall Horan,1235,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK,1/9/2018,hu
4095,158,Save That Shit,Lil Peep,1233,https://open.spotify.com/track/6sn8WaooLLVhQvU96wtEAm,1/9/2018,hu
4096,159,Wait,Martin Jensen,1231,https://open.spotify.com/track/3V9DfRoS7JfSkuTyNEsCxQ,1/9/2018,hu
4097,160,Think Before I Talk,Astrid S,1230,https://open.spotify.com/track/0Clb9aiXWa0dvVff5aN4VN,1/9/2018,hu
4098,161,The Beautiful & Damned,G-Eazy,1228,https://open.spotify.com/track/2WWruw7ul9N7eqoHELyMc2,1/9/2018,hu
4099,162,If You're Hearing This,Hook N Sling,1226,https://open.spotify.com/track/1aJ1xeEQ1ivKGnTeuYolJk,1/9/2018,hu
4100,163,Katchi (Ofenbach vs. Nick Waterhouse),Ofenbach,1221,https://open.spotify.com/track/2NF8A7C6tICScdRaZ0BrEe,1/9/2018,hu
4101,164,"U, u, u",Senkise,1215,https://open.spotify.com/track/1A1UTrTxZGjybb29iLCVAF,1/9/2018,hu
4102,165,Így Játszom,HoneyBeast,1202,https://open.spotify.com/track/1LRpuXWQHtCemkKzCKXan4,1/9/2018,hu
4103,166,Paris,The Chainsmokers,1200,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,1/9/2018,hu
4104,167,No Vacancy (feat. Amir),OneRepublic,1200,https://open.spotify.com/track/1SBj3BmNJ5SNCoC0VtlR9Z,1/9/2018,hu
4105,168,Summer Air,ItaloBrothers,1185,https://open.spotify.com/track/0V9cosR5jWa4fr2koARmhD,1/9/2018,hu
4106,169,"Partizán, Pt. 2",Punnany Massif,1179,https://open.spotify.com/track/18pwejzjxIK3wwUyxWShuS,1/9/2018,hu
4107,170,Nowadays (feat. Landon Cube),Lil Skies,1178,https://open.spotify.com/track/689uBlyIufk2LUhAwjny4w,1/9/2018,hu
4108,171,Don't Let Me Down,The Chainsmokers,1176,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,1/9/2018,hu
4109,172,Shed a Light,Robin Schulz,1176,https://open.spotify.com/track/1eyrmeiDpdTkOmA839nPVQ,1/9/2018,hu
4110,173,Bodak Yellow,Cardi B,1166,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM,1/9/2018,hu
4111,174,Get It Right (feat. MØ),Diplo,1160,https://open.spotify.com/track/68m6iwhKElLTBaGRG1LLwE,1/9/2018,hu
4112,175,Bad At Love,Halsey,1149,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl,1/9/2018,hu
4113,176,Élnünk Kellett Volna,Halott Pénz,1140,https://open.spotify.com/track/361EamWYN312TFEpgNBDTE,1/9/2018,hu
4114,177,Radioactive,Imagine Dragons,1135,https://open.spotify.com/track/6Ep6BzIOB9tz3P4sWqiiAB,1/9/2018,hu
4115,178,X Gon' Give It To Ya,DMX,1135,https://open.spotify.com/track/4tXA1TUmKvz7CbUT9LUHDx,1/9/2018,hu
4116,179,Cheap Thrills,Sia,1135,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,1/9/2018,hu
4117,180,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,1132,https://open.spotify.com/track/1Sl3njkhhz8nrSPZroDQ82,1/9/2018,hu
4118,181,Body,Loud Luxury,1130,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,1/9/2018,hu
4119,182,Jocelyn Flores,XXXTENTACION,1130,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,1/9/2018,hu
4120,183,Hot2Touch,Felix Jaehn,1129,https://open.spotify.com/track/1sBhJGPUKrdRycgKxve70v,1/9/2018,hu
4121,184,Photograph,Ed Sheeran,1124,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,1/9/2018,hu
4122,185,Seven Nation Army,The White Stripes,1119,https://open.spotify.com/track/1jNOi6m3Hn8nLEeHCp5Msr,1/9/2018,hu
4123,186,Strongest,Ina Wroldsen,1118,https://open.spotify.com/track/7FIcIjKaQJpy0vWWFZMZGH,1/9/2018,hu
4124,187,SUBEME LA RADIO,Enrique Iglesias,1114,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,1/9/2018,hu
4125,188,Malibu,Miley Cyrus,1112,https://open.spotify.com/track/1UZOjK1BwmwWU14Erba9CZ,1/9/2018,hu
4126,189,Beautiful Trauma,P!nk,1110,https://open.spotify.com/track/2DlIwu1iDTILEMXA7MUotn,1/9/2018,hu
4127,190,Come Alive,Hugh Jackman,1110,https://open.spotify.com/track/5xNUR50KxswPRAvx7S163g,1/9/2018,hu
4128,191,Crazy,Gnarls Barkley,1105,https://open.spotify.com/track/1vxw6aYJls2oq3gW0DujAo,1/9/2018,hu
4129,192,Designer,Lil Pump,1103,https://open.spotify.com/track/1LXbv9jiTtdBdHadZ317Gt,1/9/2018,hu
4130,193,A Different Way (with Lauv),DJ Snake,1101,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP,1/9/2018,hu
4131,194,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,1099,https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS,1/9/2018,hu
4132,195,You Make My Dreams - Remastered,Daryl Hall & John Oates,1087,https://open.spotify.com/track/4o6BgsqLIBViaGVbx5rbRk,1/9/2018,hu
4133,196,Came Here for Love,Sigala,1086,https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD,1/9/2018,hu
4134,197,Issues,Julia Michaels,1084,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0,1/9/2018,hu
4135,198,Benz Truck - гелик,Lil Peep,1079,https://open.spotify.com/track/22fRl49GSpRdu3J2EPj1i6,1/9/2018,hu
4136,199,HUMBLE. - SKRILLEX REMIX,Skrillex,1079,https://open.spotify.com/track/4d0vDZBKQFL4sVB47XbAnL,1/9/2018,hu
4137,200,If I'm Lucky,Jason Derulo,1076,https://open.spotify.com/track/6eUncuJutsFi9BGO1JaBHh,1/9/2018,hu
4138,1,rockstar,Post Malone,194659,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,1/9/2018,ca
4139,2,River (feat. Ed Sheeran),Eminem,154929,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD,1/9/2018,ca
4140,3,Finesse (Remix) [feat. Cardi B],Bruno Mars,150014,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,1/9/2018,ca
4141,4,Havana,Camila Cabello,149005,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,1/9/2018,ca
4142,5,Him & I (with Halsey),G-Eazy,128600,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,1/9/2018,ca
4143,6,Bartier Cardi (feat. 21 Savage),Cardi B,125401,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT,1/9/2018,ca
4144,7,No Limit,G-Eazy,118031,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW,1/9/2018,ca
4145,8,All The Stars (with SZA),Kendrick Lamar,111633,https://open.spotify.com/track/66kQ7wr4d2LwwSjr7HXcyr,1/9/2018,ca
